,ProductName,Description,Gender,PrimaryColor,ProductBrand
12399,calvin klein jeans men blue slim fit mid-rise clean look stretchable jeans,"blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loopsengineered with infinite flex",men,blue,calvin klein jeans
12401,saadgi women red yoke design straight kurta,"red yoke design straight kurta with thread work, has a notched round neck, three-quarter sleeves, straight hem, side slits",women, red,saadgi
12402,612 league boys grey & blue camouflage printed joggers,"grey and blue printed joggers, has an elasticated waistband with drawstring closure, three pockets, cuffed hem",boys,blue,612 league
12403,ira soleil women white solid crop jacket,"white solid crop jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and unlined",women, white,ira soleil
12406,only women green & black shirt dress,"green and black checked woven shirt dress, has a shirt collar, long sleeves, button closure, and curved hem",women, green,only
12407,mochi women rose gold solid open toe flats,"a pair of rose gold open-toed flats, has regular styling, no back strap detailsynthetic uppercushioned footbedtextured and patterned outsolewarranty: 1 monthwarranty provided by brand/manufacturer",women, gold,mochi
12408,naughty ninos girls maroon & white floral printed fit and flare dress,"maroon printed woven fit and flare dress, has a round neck, short sleeves, button closure, an attached lining, and flared hem",girls, white,naughty ninos
12409,saree mall charcoal grey embelished detail lace saree,design detail:charcoal grey lace saree with embelished detailblouse piecethe model is wearing a stitched version of the blouse. the saree comes with an unstitched blouse piece.,women, grey,saree mall
12411,belle fille women orange solid cinched waist top,"orange solid knitted cinched waist top, has a round neck, long sleeves, tie-up detail",women, orange,belle fille
12412,calvin klein jeans men black slim fit solid casual shirt,"black solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",men, black,calvin klein jeans
12414,calvin klein jeans men khaki regular fit solid casual corduroy shirt,"khaki solid casual corduroy shirt, has a spread collar, long sleeves, button placket, curved hem, and 2 flap pockets",men, khaki,calvin klein jeans
12415,pepe jeans men white printed round neck t-shirt,"white printed t-shirt, has a round neck, and short sleeves design details-pepe jeans mens round neck tshirt ,placement printed,in slim fit.short sleeves",men, white,pepe jeans
12417,ishin women navy blue solid kurta with palazzos & dupatta,"navy blue solid kurta with palazzosnavy blue solid a-line calf length kurta with gota patti detailing, has a round neck, three-quarter sleeves, flared hemnavy blue solid palazzos, slip-on closurenavy blue gotta patti work dupatta",women,blue,ishin
12418,beevee men khaki regular fit solid regular trousers,"khaki solid mid-rise trousers, button closure, and 4 pockets",men, khaki,beevee
12419,belle fille women burgundy solid layered culotte jumpsuit,"burgundy solid layered culotte jumpsuit, has a square neck, sleeveless, two pockets, concealed zip closure",women, red,belle fille
12421,russell athletic green hooded sweatshirt,"green sweatshirt, has an attached hood with a drawstring fastening, long sleeves, a kangaroo pocket, a fleece lining",men, green,russell athletic
12422,calvin klein jeans men navy blue solid round neck mesh panel detailing t-shirt,"navy blue solid t-shirt, has a round neck, and short sleeves, mesh panel detailing",men,blue,calvin klein jeans
12423,stupid cupid girls purple printed round neck t-shirt,"purple printed t-shirt, has a round neck, and short sleeves",girls, purple,stupid cupid
12424,only women black self design cardigan,"black self design cardigan, has a round-neck, long sleeves, and ribbed hem",women, black,only
12425,jompers women black & red floral print a-line kurta,"black and red printed a-line kurta, has a v-neck, short sleeves, and flared hem",women, red,jompers
12426,calvin klein jeans men maroon slim fit solid casual shirt,"maroon solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",men, maroon,calvin klein jeans
12427,612 league girls blue solid shirt style top,"blue solid woven shirt style  top, has a mandarin collar, and long sleeves",girls,blue,612 league
12428,pepe jeans men navy blue & off-white regular fit checked casual shirt,"navy blue and off-white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",men,blue,pepe jeans
12429,calvin klein jeans men cream-coloured solid polo collar t-shirt,"cream-coloured solid t-shirt, has a polo collar, long sleeves, and 1 pocket",men, red,calvin klein jeans
12431,aigner women starlight gold eau de parfum 100ml,"featuresin 2018, aigner parfums launches starlight gold, a new version that comes ten years after the starlight fragrance. the original composition of fruits, spices and patchouli is now revamped in a new floral-oriental version, described as contemporary but true to the original energy and aura.fragrance notestop notes - bergamot, plum, champakaheart notes - jasmine, rose, violet, ylang-ylang, tuberose, white orchidbase notes - amber, sandalwood, moss, white musk, vanilla",women, gold,aigner
12432,pepe jeans men black & grey printed slim fit round neck t-shirt,"black and grey printed t-shirt, has a round neck, and short sleeves design details-pepe jeans mens round neck tshirt.all over printed.slim fit .soft washed.half sleeves.",men, black,pepe jeans
12433,pepe jeans men navy blue printed round neck t-shirt,"navy blue printed t-shirt, has a round neck, and short sleeves design details-pepe jeans mens short sleeve round neck tee with union jack chest print.",men,blue,pepe jeans
12434,calvin klein jeans men black solid round neck t-shirt,"black solid t-shirt, has a round neck, and short sleeves",men, black,calvin klein jeans
12435,levis men brown sneakers,"a pair of round-toe brown sneakers, has regular styling, lace-up detailsynthetic leather uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",men, brown,levis
12436,levis women silver-toned solid leather mid-top western folsom heeled boots,"a pair of round-toe silver-toned flat boots, has mid-top styling, slip on detailleather uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",women, silver,levis
12437,pepe jeans men yellow printed round neck t-shirt,"yellow printed t-shirt, has a round neck, and short sleeves design details-pepe jeans mens round neck tshirt ,placement printed,in slim fit.short sleeves",men, yellow,pepe jeans
12439,pepe jeans men blue solid kenzy chinox slim fit denim shorts,"blue solid mid-rise denim shorts, has 5 pockets, and zip closure design details-gymindigo- stylised pocket regular fit- mid rise performance shorts with laid back control of jogger fabric techonology,  dark blue - heavily faded,  zip fly with 5  belt  loops",men,blue,pepe jeans
12440,levis women black printed sneakers,"a pair of round-toe black printed sneakers, has regular styling, lace-up detailsynthetic leather uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",women, black,levis
12441,calvin klein jeans men blue & white colourblocked polo t-shirt,"blue, white and black colourblocked t-shirt, has a polo collar, and short sleeves",men,blue,calvin klein jeans
12442,miss chase women floral print purple maxi dress,"purple and red printed woven maxi dress, has a v-neck, short sleeves, zip closure, an attached lining, and curved hem",women, purple,miss chase
12443,belle fille women black & white printed semi-sheer bardot top,"black and white printed woven semi-sheer bardot top with waist tie-up detail , has an off-shoulder neck, and short sleeves",women, black,belle fille
12444,puma unisex black textile mid-top walking shoes,"a pair of black & red walking sports shoes, has mid-top styling, lace-up detailtextile uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",unisex, black,puma
12445,levis men white sneakers,"a pair of round-toe white sneakers, has regular styling, lace-up detailsynthetic leather uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",men, white,levis
12448,pepe jeans men navy blue slim fit chinos trousers,  navy blue woven chinos   slim fit   mid-rise   length:  regular   pattern: solid   flat-front design   feature:  plain   5 pockets  ,men,blue,pepe jeans
12449,pepe jeans men grey solid slim fit denim shorts,"grey solid low-rise denim shorts, has 5 pockets, and zip closure design details-gymindigo- stylised pocket regular fit- mid rise performance shorts with laid back control of jogger fabric techonology, light grey- non faded,  zip fly with 5  belt  loops",men, grey,pepe jeans
12450,puma men navy blue & red brisk fr idp mesh sneakers,"product design details:a pair of navy blue & red running sports shoes, has regular styling, lace-up detailmesh uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturerspecial technologies:mesh upper for breathabilitylace closure for snug fitheel pull tab for easy on/offpadded collarpuma formstrip on lateral sidesrubber outsole",men,blue,puma
